| 1000 | USA | Whitehead Torpedo (1890) | Steam | Torpedoes | 1 | Torpedo | 1890 | 1 | 0 | 0 | 0 | 0 | STARTING | FREE! Licensed from Whitehead, first US torpedo | Steam Torpedo |  | STARTING |
| 1339 | Japanese | Type 43 (Acoustic Homing) | Acoustic | Torpedoes | 9 | Torpedo | 1943 | 0 | 2800000 | 14 | 5600000 | 14 | HOMING PROTOTYPE | 21" × 23.5 ft, acoustic homing trials, 35 kts, 10,000 yd, experimental | Acoustic Torpedo |  | HOMING PROTOTYPE |
| 1340 | Japanese | Type 43 Mod 1 | Acoustic | Torpedoes | 9 | Torpedo | 1944 | 0 | 3000000 | 15 | 6000000 | 15 | ACOUSTIC | 21" × 23.5 ft, 660 lbs Type 97, passive homing, 35 kts, 12,000 yd | Acoustic Torpedo |  | ACOUSTIC |
| 1341 | Japanese | Type 44 | Acoustic | Torpedoes | 9 | Torpedo | 1944 | 0 | 3200000 | 16 | 6400000 | 16 | ADVANCED ACOUSTIC | 21" × 23.5 ft, 748 lbs Type 97, passive homing, 38 kts, 15,000 yd | Acoustic Torpedo |  | ADVANCED ACOUSTIC |
| 1342 | Japanese | Type 45 Mod 1 | Wire-Guided | Torpedoes | 9 | Torpedo | 1945 | 0 | 3500000 | 17 | 7000000 | 17 | EXPERIMENTAL | 21" × 23.5 ft, wire guidance trials, never deployed, prototype only | Wire-Guided Torpedo |  | EXPERIMENTAL |
| 1343 | Japanese | Type 72 | Electric | Torpedoes | 9 | Torpedo | 1960 | 0 | 2500000 | 12 | 5000000 | 12 | JMSDF EARLY | 21" × 21 ft, electric, 35 kts, 12,000 yd, defensive weapon | Electric Torpedo |  | JMSDF EARLY |
| 1344 | Japanese | Type 73 | Wire-Guided | Torpedoes | 10 | Torpedo | 1967 | 0 | 5000000 | 18 | 10000000 | 18 | WIRE-GUIDED | 21" × 21 ft, wire-guided, 40 kts, 20,000 yd, modern | Wire-Guided Torpedo |  | WIRE-GUIDED |
| 1345 | Japanese | Type 80 Mod 1 | Wire-Guided | Torpedoes | 10 | Torpedo | 1970 | 0 | 6000000 | 20 | 12000000 | 20 | MODERN | 21" × 21 ft, active/passive sonar, 45 kts, 25,000 yd | Wire-Guided Torpedo |  | MODERN |
| 1346 | Japanese | Type 1 Land-Attack | Oxygen | Torpedoes | 8 | Torpedo | 1942 | 0 | 1800000 | 13 | 3600000 | 13 | SHORE BOMBARDMENT | 24" × 29.5 ft, land attack trials, oxygen fuel, experimental | Oxygen Torpedo |  | SHORE BOMBARDMENT |
| 1347 | Japanese | Type 4 (Cruiser) | Oxygen | Torpedoes | 8 | Torpedo | 1943 | 0 | 2000000 | 14 | 4000000 | 14 | HEAVY CRUISER | 24" × 30 ft, 1,210 lbs warhead, 48 kts, 38,000 yd | Oxygen Torpedo |  | HEAVY CRUISER |
| 1348 | Japanese | Type 6 (Battleship) | Oxygen | Torpedoes | 8 | Torpedo | 1944 | 0 | 2200000 | 15 | 4400000 | 15 | CAPITAL SHIP | **27.5" × 32 ft**, 1,650 lbs warhead, 44 kts, 35,000 yd, Yamato class | Oxygen Torpedo |  | CAPITAL SHIP |
| 1349 | Japanese | Type 44 Practice | Training | Torpedoes | 3 | Torpedo | 1911 | 0 | 50000 | 2 | 100000 | 2 | WWI PRACTICE | 18" × 16 ft, dummy warhead, recoverable, training use | Training Torpedo |  | WWI PRACTICE |
| 1350 | Japanese | Type 45 Practice | Training | Torpedoes | 5 | Torpedo | 1920 | 0 | 100000 | 3 | 200000 | 3 | INTERWAR PRACTICE | 21" × 20 ft, dummy warhead, 30 kts, reusable | Training Torpedo |  | INTERWAR PRACTICE |
| 1351 | Japanese | Type 93 Practice | Training | Torpedoes | 7 | Torpedo | 1935 | 0 | 300000 | 6 | 600000 | 6 | OXYGEN PRACTICE | 24" × 29.5 ft, oxygen fuel, dummy warhead, Type 93 training | Training Torpedo |  | OXYGEN PRACTICE |
| 1352 | Japanese | Type 91 Practice | Training | Torpedoes | 7 | Torpedo | 1935 | 0 | 250000 | 5 | 500000 | 5 | AERIAL PRACTICE | 18" × 17 ft, carrier training, recoverable, dummy warhead | Training Torpedo |  | AERIAL PRACTICE |
| 1353 | Japanese | Type 89 Export | Alcohol | Torpedoes | 6 | Torpedo | 1936 | 0 | 400000 | 8 | 800000 | 8 | EXPORT VERSION | 21" × 23.5 ft, 660 lbs, 42 kts, 10,000 yd, simplified | Alcohol Torpedo |  | EXPORT VERSION |
| 1354 | Japanese | Type 91 (Thailand) | Compressed Air | Torpedoes | 7 | Torpedo | 1941 | 0 | 600000 | 9 | 1200000 | 9 | THAI NAVY | 18" × 17 ft, export aerial torpedo, limited production | Compressed Air Torpedo |  | THAI NAVY |
| 1355 | Japanese | Type 5 Mine-Layer | Special | Torpedoes | 7 | Torpedo | 1940 | 0 | 800000 | 10 | 1600000 | 10 | MINE-LAYING | 21" × 23.5 ft, lays Type 2 mine, submarine-launched | Special Torpedo |  | MINE-LAYING |
| 1356 | Japanese | Type 3 ASW | Acoustic | Torpedoes | 8 | Torpedo | 1943 | 0 | 1500000 | 12 | 3000000 | 12 | ANTI-SUBMARINE | 18" × 18 ft, acoustic homing, 30 kts, anti-submarine role | Acoustic Torpedo |  | ANTI-SUBMARINE |
| 1357 | Japanese | Type 7 (Depth Charge) | Special | Torpedoes | 8 | Torpedo | 1944 | 0 | 1200000 | 10 | 2400000 | 10 | ROCKET ASW | Rocket-propelled depth charge, hybrid torpedo/DC | Special Torpedo |  | ROCKET ASW |
| 1358 | Japanese | Type 89 Mod 1 (JMSDF) | Wire-Guided | Torpedoes | 10 | Torpedo | 1975 | 0 | 7000000 | 20 | 14000000 | 20 | COLD WAR | 21" × 21 ft, active/passive, 50 kts, 30,000 yd | Wire-Guided Torpedo |  | COLD WAR |
| 1359 | Japanese | GRX-2 Prototype | Wire-Guided | Torpedoes | 10 | Torpedo | 1978 | 0 | 8000000 | 21 | 16000000 | 21 | EXPERIMENTAL | 21" × 21 ft, digital guidance, 52 kts, 35,000 yd, trial | Wire-Guided Torpedo |  | EXPERIMENTAL |
| 1360 | Japanese | GRX-3 Advanced | Wire-Guided | Torpedoes | 10 | Torpedo | 1980 | 0 | 9000000 | 22 | 18000000 | 22 | MODERN | 21" × 21 ft, fiber-optic wire, 55 kts, 38,000 yd | Wire-Guided Torpedo |  | MODERN |
| 1361 | Japanese | Type 89 Mod 2 | Wire-Guided | Torpedoes | 10 | Torpedo | 1985 | 0 | 10000000 | 23 | 20000000 | 23 | FINAL INDIGENOUS | 21" × 21 ft, active/passive, 55 kts, 40,000 yd, last domestic design | Wire-Guided Torpedo |  | FINAL INDIGENOUS |
